experiment	label	group	direction	metric	value	details	output_dir
pac_lacp096	PAC, LCP 0.96s	main	en-fr	max_computation_time_s	1.7646574974060059	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-fr	total_computation_time_s	2703.5548877716064	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-fr	metrics_log_rtf	3.739238062238647	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	BLEU	41.0865	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	chrF	66.0662	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	COMET	0.7259	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	LongYAAL (CU)	2050.1647	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	LongAL (CU)	2164.0107	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	LongLAAL (CU)	2254.9425	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	LongAP (CU)	0.7767	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	LongDAL (CU)	2951.8577	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	LongYAAL (CA)	2747.3956	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	LongAL (CA)	2928.1168	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	LongLAAL (CA)	3006.0843	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	LongAP (CA)	0.9066	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	LongDAL (CA)	3768.8560	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	normalized_erasure	1.108065442020666	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	real_time_factor	0.7466648371436485	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	chunks	3553	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	generated_tokens_total	14689	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	deleted_tokens_total	7721	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	deletion_ratio	0.5256314248757574	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	revision_step_rate	0.1933577258654658	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	emission_step_rate	0.7481001970166057	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	mean_computation_time_s	0.7161644033871669	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	p95_computation_time_s	1.0596544742584229	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	max_computation_time_s	1.8349978923797607	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	total_computation_time_s	2544.532125234604	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	metrics_log_rtf	3.5192965440803774	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-de	chunks	3553.000000	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-de	generated_tokens_total	19890.000000	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-de	deleted_tokens_total	13382.000000	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-de	deletion_ratio	0.672800	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-de	revision_step_rate	0.186884	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-de	emission_step_rate	0.725584	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-de	mean_computation_time_s	0.764607	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-de	p50_computation_time_s	0.781240	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-de	p95_computation_time_s	1.164212	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-de	max_computation_time_s	1.941689	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-de	total_computation_time_s	2716.649355	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-de	metrics_log_rtf	3.757349	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-fr	chunks	3553.000000	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-fr	generated_tokens_total	29906.000000	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-fr	deleted_tokens_total	22347.000000	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-fr	deletion_ratio	0.747241	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-fr	revision_step_rate	0.185759	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-fr	emission_step_rate	0.755699	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-fr	mean_computation_time_s	0.760922	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-fr	p50_computation_time_s	0.792666	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-fr	p95_computation_time_s	1.118937	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-fr	max_computation_time_s	1.764657	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-fr	total_computation_time_s	2703.554888	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-fr	metrics_log_rtf	3.739238	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	chunks	3553.000000	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	generated_tokens_total	14689.000000	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	deleted_tokens_total	7721.000000	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	deletion_ratio	0.525631	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	revision_step_rate	0.193358	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	emission_step_rate	0.748100	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	mean_computation_time_s	0.716164	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	p50_computation_time_s	0.745339	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	p95_computation_time_s	1.059654	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	max_computation_time_s	1.834998	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	total_computation_time_s	2544.532125	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp096	PAC, LCP 0.96s	main	en-pt	metrics_log_rtf	3.519297	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp096
pac_lacp104	PAC, LCP 1.04s	main	en-de	BLEU	31.2148	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-de	chrF	60.3475	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-de	COMET	0.7820	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-de	LongYAAL (CU)	2217.9286	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-de	LongAL (CU)	2355.5827	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-de	LongLAAL (CU)	2493.9581	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-de	LongAP (CU)	0.8627	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-de	LongDAL (CU)	3271.5330	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-de	LongYAAL (CA)	2964.8608	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-de	LongAL (CA)	3215.3173	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-de	LongLAAL (CA)	3334.9819	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-de	LongAP (CA)	1.0137	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-de	LongDAL (CA)	4170.6159	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-de	normalized_erasure	1.8602963877740044	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-de	real_time_factor	0.766006169180665	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-de	chunks	3279	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-de	generated_tokens_total	18529	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-de	deleted_tokens_total	12051	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-de	deletion_ratio	0.6503858815910195	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-de	revision_step_rate	0.19365660262275083	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-de	emission_step_rate	0.7429094236047575	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-de	mean_computation_time_s	0.7961100189014702	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-de	p95_computation_time_s	1.1851253509521484	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-de	max_computation_time_s	1.9011051654815674	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-de	total_computation_time_s	2610.4447519779205	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-de	metrics_log_rtf	3.6104591107497632	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-fr	BLEU	40.1518	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-fr	chrF	65.3956	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-fr	COMET	0.6800	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-fr	LongYAAL (CU)	2175.8690	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-fr	LongAL (CU)	2358.4810	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-fr	LongLAAL (CU)	2452.1630	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-fr	LongAP (CU)	0.8344	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-fr	LongDAL (CU)	3229.4880	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-fr	LongYAAL (CA)	2949.8082	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-fr	LongAL (CA)	3241.9123	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-fr	LongLAAL (CA)	3318.7439	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-fr	LongAP (CA)	0.9810	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-fr	LongDAL (CA)	4128.7899	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-fr	normalized_erasure	2.729916345770814	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-fr	real_time_factor	0.7567130882736736	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-fr	chunks	3279	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-fr	generated_tokens_total	28090	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-fr	deleted_tokens_total	20559	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-fr	deletion_ratio	0.7318974724101104	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-fr	revision_step_rate	0.18847209515096067	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-fr	emission_step_rate	0.7544983226593474	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-fr	mean_computation_time_s	0.7864517222529833	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-fr	p95_computation_time_s	1.140031099319458	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-fr	max_computation_time_s	1.8999347686767578	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-fr	total_computation_time_s	2578.7751972675323	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-fr	metrics_log_rtf	3.566657520139246	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-pt	BLEU	41.4233	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-pt	chrF	66.5972	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-pt	COMET	0.7369	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-pt	LongYAAL (CU)	2209.9556	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-pt	LongAL (CU)	2411.4986	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-pt	LongLAAL (CU)	2499.4023	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-pt	LongAP (CU)	0.8188	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-pt	LongDAL (CU)	3256.9958	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-pt	LongYAAL (CA)	2911.7613	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-pt	LongAL (CA)	3237.4655	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-pt	LongLAAL (CA)	3311.9978	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-pt	LongAP (CA)	0.9590	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-pt	LongDAL (CA)	4110.8785	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-pt	normalized_erasure	0.9680958567922622	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-pt	real_time_factor	0.7209743725199022	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-pt	chunks	3279	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-pt	generated_tokens_total	13633	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-pt	deleted_tokens_total	6706	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-pt	deletion_ratio	0.49189466735127996	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-pt	revision_step_rate	0.19945105215004574	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-pt	emission_step_rate	0.7602927721866423	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-pt	mean_computation_time_s	0.7493084839619889	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-pt	p95_computation_time_s	1.111602544784546	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-pt	max_computation_time_s	1.7917773723602295	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-pt	total_computation_time_s	2456.9825189113617	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-pt	metrics_log_rtf	3.3982082607322153	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-de	chunks	3279.000000	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-de	generated_tokens_total	18529.000000	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-de	deleted_tokens_total	12051.000000	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-de	deletion_ratio	0.650386	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
pac_lacp104	PAC, LCP 1.04s	main	en-de	revision_step_rate	0.193657	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp104
